Hourly Obs

Month/Year: 02/2010
Station Location: CONCORD MUNICIPAL AIRPORT (14745)
Lat: 43.195
Lon: -71.501
Elev: 346 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14745,20100227,1821,11,SCT010 BKN019 OVC030, , 2.50, ,-SN BR, ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 3, ,080, , , ,29.24, , , , , ,M, ,SP, , , ,29.61, 
14745,20100227,1846,11,SCT019 BKN030 OVC055, , 5.00, ,-SN BR, ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 3, ,100, , , ,29.24, , , , , ,M, ,SP, , , ,29.61, 
14745,20100227,1849,11,SCT017 BKN028 OVC055, , 7.00, ,-SN, ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100227,1851,11,SCT017 BKN025 OVC055, , 8.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.25, ,1, ,014, ,29.63, ,AA, ,  T, ,29.62, 
14745,20100227,1943,11,BKN011 OVC016, ,10.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100227,1951,11,BKN011 OVC016, , 8.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.25, , , , , ,29.64, ,AA, , , ,29.62, 
14745,20100227,2008,11,BKN009 OVC017, , 7.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2022,11,SCT009 OVC019, , 6.00, ,BR, ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2043,11,BKN007 BKN019 OVC024, , 7.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2051,11,BKN007 OVC024, , 7.00, , , ,32, ,0.0, ,32, ,0.0, ,32, ,0.0, ,100, , 0, ,000, , , ,29.26, , , , , ,29.64, ,AA, , , ,29.63, 
14745,20100227,2123,11,SCT007 OVC030, , 8.00, , , ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2151,11,FEW007 OVC032, , 3.00, ,BR, ,31, ,-0.6, ,31, ,-0.5, ,31, ,-0.6, ,100, , 0, ,000, , , ,29.26, ,1, ,005, ,29.64, ,AA, , , ,29.63, 
14745,20100227,2155,11,OVC032, , 1.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2202,11,OVC032, , 1.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2208,11,FEW017 OVC032, , 2.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2220,11,SCT015 BKN027 OVC032, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2227,11,SCT015 BKN027 OVC034, , 2.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100227,2236,11,SCT015 BKN029 OVC036, , 1.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2244,11,FEW015 SCT029 OVC036, , 1.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2251,11,FEW030 OVC036, , 1.25, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.27, , , , , ,29.65, ,AA, , , ,29.64, 
14745,20100227,2256,11,FEW030 OVC036, , 2.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2305,11,OVC036, , 1.25, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2313,11,OVC038, , 0.50, ,FZFG, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2329,11,OVC038, , 1.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2338,11,OVC040, , 2.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100227,2351,11,FEW017 SCT022 OVC040, , 4.00, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.28, , , , , ,29.66, ,AA, , , ,29.65, 
14745,20100228,0014,11,FEW017 BKN022 OVC040, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0018,11,SCT022 OVC040, , 2.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0031,11,SCT024 BKN028 OVC040, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,0042,11,FEW022 OVC038, , 4.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,0051,11,FEW022 OVC038, , 4.00, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.28, ,0, ,005, ,29.66, ,AA, , , ,29.65, 
14745,20100228,0103,11,SCT011 OVC038, , 1.75, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0112,11,BKN011 OVC038, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0144,11,SCT013 OVC038, , 4.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,0151,11,FEW013 OVC038, , 3.00, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.26, , , , , ,29.65, ,AA, , , ,29.63, 
14745,20100228,0206,11,SCT007 SCT013 OVC038, , 2.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,0208,11,BKN007 OVC038, , 2.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0226,11,OVC009, , 1.75, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0235,11,OVC009, , 2.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0244,11,OVC009, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0251,11,OVC009, , 3.00, ,BR, ,31, ,-0.6, ,31, ,-0.5, ,31, ,-0.6, ,100, , 0, ,000, , , ,29.25, , , , , ,29.64, ,AA, , , ,29.62, 
14745,20100228,0258,11,OVC011, , 3.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100228,0329,11,BKN013 OVC036, , 1.75, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0337,11,SCT013 OVC036, , 2.50, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0345,11,FEW013 OVC036, , 1.00, ,BR, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0349,11,FEW013 BKN036, , 0.75, ,BR, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0351,11,FEW013 BKN036, , 0.50, ,FZFG, ,28, ,-2.2, ,28, ,-2.2, ,28, ,-2.2, ,100, , 0, ,000, , , ,29.26, ,5, ,005, ,29.64, ,AA, , , ,29.63, 
14745,20100228,0407,11,FEW036, , 1.50, ,BR, ,27, ,-3.0, ,27, ,-2.7, ,27, ,-3.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0414,11,CLR, , 0.75, ,BR, ,25, ,-4.0, ,25, ,-3.8, ,25, ,-4.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0417,11,VV001, , 0.25, ,FZFG, ,25, ,-4.0, ,25, ,-3.8, ,25, ,-4.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0426,11,SCT001 BKN012 BKN036, , 0.25, ,FZFG, ,25, ,-4.0, ,25, ,-3.8, ,25, ,-4.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0438,11,SCT001 BKN005 BKN012, , 0.25, ,FZFG, ,25, ,-4.0, ,25, ,-3.8, ,25, ,-4.0, ,100, , 0, ,000, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20100228,0449,11,FEW001 SCT005 OVC012, , 0.25, ,FZFG, ,27, ,-3.0, ,27, ,-2.7, ,27, ,-3.0, ,100, , 0, ,000, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,0451,11,FEW001 SCT005 OVC012, , 0.25, ,FZFG, ,26, ,-3.3, ,26, ,-3.3, ,26, ,-3.3, ,100, , 0, ,000, , , ,29.26, , , , , ,29.65, ,AA, , , ,29.63, 
14745,20100228,0526,11,FEW001 BKN005 OVC012, , 0.50, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0542,11,BKN001 BKN005 OVC012, , 0.50, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0551,11,VV001, , 0.50, ,FZFG, ,29, ,-1.7, ,29, ,-1.6, ,29, ,-1.7, ,100, , 0, ,000, , , ,29.28, , , , , ,29.66, ,AA, , , ,29.65, 
14745,20100228,0609,11,VV001, , 0.25, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,0616,11,OVC001, , 0.50, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.29, , , , , ,M, ,SP, , , ,29.66, 
14745,20100228,0648,11,VV002, , 0.25, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.29, , , , , ,M, ,SP, , , ,29.66, 
14745,20100228,0651,11,VV002, , 0.25, ,FZFG, ,29, ,-1.7, ,29, ,-1.6, ,29, ,-1.7, ,100, , 0, ,000, , , ,29.29, ,1, ,009, ,29.67, ,AA, , , ,29.66, 
14745,20100228,0725,11,OVC002, , 0.50, ,FZFG, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.30, , , , , ,M, ,SP, , , ,29.67, 
14745,20100228,0740,11,OVC002, , 1.50, ,BR, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.30, , , , , ,M, ,SP, , , ,29.67, 
14745,20100228,0746,11,OVC002, , 3.00, ,BR, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.30, , , , , ,M, ,SP, , , ,29.67, 
14745,20100228,0751,11,BKN002, , 4.00, ,BR, ,28, ,-2.2, ,28, ,-2.2, ,28, ,-2.2, ,100, , 0, ,000, , , ,29.31, , , , , ,29.69, ,AA, , , ,29.68, 
14745,20100228,0808,11,FEW002, , 4.00, ,BR, ,28, ,-2.0, ,28, ,-2.2, ,28, ,-2.0, ,100, , 0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,29.68, 
14745,20100228,0832,11,BKN004 BKN043, , 5.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,29.68, 
14745,20100228,0851,11,OVC004, , 4.00, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.31, , , , , ,29.70, ,AA, , , ,29.68, 
14745,20100228,0949,11,OVC006, , 5.00, ,BR, ,30, ,-1.0, ,30, ,-1.1, ,30, ,-1.0, ,100, , 0, ,000, , , ,29.31, , , , , ,M, ,SP, , , ,29.68, 
14745,20100228,0951,11,OVC006, , 5.00, ,BR, ,30, ,-1.1, ,30, ,-1.1, ,30, ,-1.1, ,100, , 0, ,000, , , ,29.30, ,0, ,000, ,29.69, ,AA, , , ,29.67, 
14745,20100228,1049,11,SCT008, , 9.00, , , ,34, ,1.0, ,33, ,0.6, ,32, ,0.0, , 92, , 5, ,310, , , ,29.29, , , , , ,M, ,SP, , , ,29.66, 
14745,20100228,1051,11,FEW008, ,10.00, , , ,33, ,0.6, ,33, ,0.3, ,32, ,0.0, , 96, , 3, ,310, , , ,29.29, , , , , ,29.67, ,AA, , , ,29.66, 
14745,20100228,1118,11,BKN027, ,10.00, , , ,34, ,1.0, ,32, ,0.2, ,30, ,-1.0, , 85, , 5, ,310, , , ,29.28, , , , , ,M, ,SP, , , ,29.65, 
14745,20100228,1149,11,FEW021 SCT027 OVC031, ,10.00, , , ,36, ,2.0, ,34, ,0.9, ,30, ,-1.0, , 79, , 5, ,310, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,1151,11,FEW021 OVC029, ,10.00, , , ,36, ,2.2, ,34, ,1.1, ,31, ,-0.6, , 82, , 5, ,VR , , , ,29.27, , , , , ,29.65, ,AA, , , ,29.64, 
14745,20100228,1200,11,OVC031, ,10.00, , , ,36, ,2.0, ,34, ,0.9, ,30, ,-1.0, , 79, , 0, ,000, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20100228,1215,11,BKN026 OVC031, ,10.00, , , ,36, ,2.0, ,33, ,0.5, ,28, ,-2.0, , 73, , 5, ,030, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20100228,1251,11,FEW021 OVC029, ,10.00, , , ,36, ,2.2, ,33, ,0.4, ,28, ,-2.2, , 73, , 8, ,360, , , ,29.25, ,8, ,012, ,29.63, ,AA, , , ,29.62, 
14745,20100228,1351,11,OVC029, ,10.00, , , ,36, ,2.2, ,33, ,0.3, ,27, ,-2.8, , 70, , 7, ,360, , , ,29.24, , , , , ,29.62, ,AA, , , ,29.61, 
14745,20100228,1431,11,OVC031, ,10.00, , , ,36, ,2.0, ,33, ,0.3, ,27, ,-3.0, , 70, , 7, ,010, , , ,29.23, , , , , ,M, ,SP, , , ,29.60, 
14745,20100228,1451,11,OVC033, ,10.00, , , ,36, ,2.2, ,33, ,0.4, ,28, ,-2.2, , 73, , 6, ,060, , , ,29.23, , , , , ,29.61, ,AA, , , ,29.60, 
14745,20100228,1513,11,OVC029, ,10.00, , , ,36, ,2.0, ,33, ,0.4, ,28, ,-2.0, , 73, , 6, ,060, , , ,29.22, , , , , ,M, ,SP, , , ,29.59, 
14745,20100228,1548,11,FEW025 OVC032, ,10.00, , , ,36, ,2.0, ,33, ,0.4, ,28, ,-2.0, , 73, , 9, ,030, , , ,29.22, , , , , ,M, ,SP, , , ,29.59, 
14745,20100228,1551,11,FEW023 OVC032, ,10.00, , , ,35, ,1.7, ,32, ,0.1, ,28, ,-2.2, , 76, , 7, ,030, , , ,29.22, ,6, ,006, ,29.60, ,AA, , , ,29.59, 
14745,20100228,1651,11,OVC039, ,10.00, , , ,35, ,1.7, ,32, ,0.1, ,28, ,-2.2, , 76, , 5, ,320, , , ,29.22, , , , , ,29.60, ,AA, , , ,29.59, 
14745,20100228,1751,11,OVC043, ,10.00, , , ,34, ,1.1, ,32, ,-0.1, ,28, ,-2.2, , 79, , 8, ,320, , , ,29.21, , , , , ,29.59, ,AA, , , ,29.58, 
14745,20100228,1851,11,BKN047, ,10.00, , , ,34, ,1.1, ,32, ,-0.1, ,28, ,-2.2, , 79, , 8, ,320, , , ,29.19, ,8, ,010, ,29.57, ,AA, , , ,29.56, 
14745,20100228,1951,11,OVC049, ,10.00, , , ,34, ,1.1, ,32, ,0.0, ,29, ,-1.7, , 82, , 7, ,310, , , ,29.17, , , , , ,29.55, ,AA, , , ,29.54, 
14745,20100228,2051,11,BKN045 OVC060, ,10.00, , , ,34, ,1.1, ,32, ,0.0, ,29, ,-1.7, , 82, , 6, ,320, , , ,29.15, , , , , ,29.53, ,AA, , , ,29.52, 
14745,20100228,2151,11,BKN060 OVC100, ,10.00, , , ,34, ,1.1, ,31, ,-0.3, ,27, ,-2.8, , 76, , 9, ,320, , , ,29.12, ,8, ,023, ,29.50, ,AA, , , ,29.49, 
14745,20100228,2251,11,BKN050 OVC065, ,10.00, , , ,35, ,1.7, ,32, ,0.1, ,28, ,-2.2, , 76, ,10, ,320, , , ,29.11, , , , , ,29.49, ,AA, , , ,29.48, 
14745,20100228,2335,11,OVC028, ,10.00, , , ,36, ,2.0, ,33, ,0.4, ,28, ,-2.0, , 73, ,13, ,330, , , ,29.10, , , , , ,M, ,SP, , , ,29.47, 
14745,20100228,2342,11,BKN032 OVC049, ,10.00, , , ,36, ,2.0, ,34, ,0.8, ,30, ,-1.0, , 79, ,15, ,320, ,23, ,29.09, , , , , ,M, ,SP, , , ,29.46, 
14745,20100228,2351,11,BKN032 OVC049, ,10.00, , , ,36, ,2.0, ,34, ,0.8, ,30, ,-1.0, , 79, ,11, ,320, ,23, ,29.09, , , , , ,29.47, ,AA, , , ,29.46, 


14745,20100301,0014,11,FEW019 BKN024 OVC049, ,10.00, , , ,34, ,1.0, ,33, ,0.6, ,32, ,0.0, , 92, ,11, ,320, ,20, ,29.09, , , , , ,M, ,SP, , , ,29.46, 
14745,20100301,0051,11,FEW014 BKN020 OVC046, , 6.00, ,-SN BR, ,33, ,0.6, ,33, ,0.5, ,33, ,0.6, ,100, ,10, ,310, , , ,29.08, ,8, ,015, ,29.45, ,AA, ,0.01, ,29.45, 
14745,20100301,0125,11,SCT023 OVC050, , 7.00, ,-SN, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, ,14, ,310, , , ,29.06, , , , , ,M, ,SP, , , ,29.43, 
14745,20100301,0151,11,SCT029 BKN036 OVC050, , 8.00, ,-SN, ,33, ,0.6, ,33, ,0.5, ,33, ,0.6, ,100, ,10, ,320, ,20, ,29.06, , , , , ,29.44, ,AA, ,  T, ,29.43, 
14745,20100301,0201,11,FEW009 BKN034 OVC048, , 8.00, ,-SN, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, ,13, ,320, ,21, ,29.05, , , , , ,M, ,SP, , , ,29.42, 
14745,20100301,0249,11,SCT015 BKN026 OVC044, ,10.00, ,UP, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, ,13, ,320, ,21, ,29.05, , , , , ,M, ,SP, , , ,29.42, 
14745,20100301,0251,11,SCT015 BKN026 OVC044, ,10.00, ,UP, ,34, ,1.1, ,34, ,1.1, ,34, ,1.1, ,100, ,11, ,320, ,21, ,29.05, , , , , ,29.43, ,AA, ,0.01, ,29.42, 
14745,20100301,0351,11,BKN030 BKN042 OVC050, ,10.00, ,UP, ,34, ,1.1, ,34, ,1.1, ,34, ,1.1, ,100, ,20, ,320, ,25, ,29.05, ,6, ,004, ,29.42, ,AA, ,  T, ,29.41, 
14745,20100301,0451,11,OVC070, ,10.00, , , ,35, ,1.7, ,34, ,0.9, ,32, ,0.0, , 89, ,20, ,330, ,30, ,29.05, , , , , ,29.43, ,AA, ,  T, ,29.42, 
14745,20100301,0551,11,SCT032 BKN055 OVC070, ,10.00, , , ,36, ,2.2, ,34, ,1.1, ,31, ,-0.6, , 82, ,22, ,330, ,33, ,29.06, , , , , ,29.44, ,AA, , , ,29.43, 
14745,20100301,0651,11,BKN040, ,10.00, , , ,36, ,2.2, ,34, ,0.8, ,30, ,-1.1, , 79, ,17, ,320, ,24, ,29.08, ,3, ,013, ,29.46, ,AA, , , ,29.45, 
14745,20100301,0751,11,BKN095, ,10.00, , , ,37, ,2.8, ,34, ,1.0, ,29, ,-1.7, , 73, ,15, ,320, ,28, ,29.10, , , , , ,29.48, ,AA, , , ,29.47, 
14745,20100301,0851,11,CLR, ,10.00, , , ,39, ,3.9, ,35, ,1.6, ,29, ,-1.7, , 67, ,24, ,330, ,31, ,29.12, , , , , ,29.49, ,AA, , , ,29.49, 
14745,20100301,0951,11,FEW085, ,10.00, , , ,41, ,5.0, ,36, ,2.1, ,28, ,-2.2, , 60, ,18, ,330, ,30, ,29.14, ,3, ,019, ,29.52, ,AA, , , ,29.51, 
14745,20100301,1051,11,FEW080, ,10.00, , , ,42, ,5.6, ,36, ,2.4, ,28, ,-2.2, , 58, ,15, ,330, ,30, ,29.15, , , , , ,29.53, ,AA, , , ,29.52, 
14745,20100301,1151,11,CLR, ,10.00, , , ,43, ,6.1, ,37, ,2.5, ,27, ,-2.8, , 53, ,20, ,320, ,33, ,29.15, , , , , ,29.53, ,AA, , , ,29.52, 
14745,20100301,1251,11,FEW110, ,10.00, , , ,46, ,7.8, ,39, ,3.6, ,28, ,-2.2, , 50, ,21, ,340, ,29, ,29.17, ,3, ,009, ,29.54, ,AA, , , ,29.54, 
14745,20100301,1351,11,OVC085, ,10.00, , , ,44, ,6.7, ,37, ,3.0, ,28, ,-2.2, , 53, ,20, ,320, ,33, ,29.19, , , , , ,29.57, ,AA, , , ,29.56, 
14745,20100301,1451,11,SCT090 BKN110, ,10.00, , , ,42, ,5.6, ,36, ,2.4, ,28, ,-2.2, , 58, ,22, ,320, ,36, ,29.21, , , , , ,29.59, ,AA, , , ,29.58, 
14745,20100301,1551,11,OVC080, ,10.00, , , ,41, ,5.0, ,36, ,2.3, ,29, ,-1.7, , 62, ,18, ,340, ,31, ,29.25, ,3, ,027, ,29.63, ,AA, , , ,29.62, 
14745,20100301,1651,11,SCT070 OVC085, ,10.00, , , ,40, ,4.4, ,36, ,1.9, ,29, ,-1.7, , 65, ,17, ,320, ,24, ,29.28, , , , , ,29.66, ,AA, , , ,29.65, 
14745,20100301,1751,11,BKN060 OVC120, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, ,15, ,320, ,26, ,29.32, , , , , ,29.70, ,AA, , , ,29.69, 
14745,20100301,1851,11,OVC060, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, ,10, ,330, ,21, ,29.34, ,1, ,031, ,29.72, ,AA, , , ,29.71, 
14745,20100301,1951,11,FEW055 BKN095, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, ,10, ,330, ,23, ,29.36, , , , , ,29.74, ,AA, , , ,29.73, 
14745,20100301,2051,11,BKN050 OVC065, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, ,15, ,320, ,21, ,29.38, , , , , ,29.75, ,AA, , , ,29.75, 
14745,20100301,2151,11,FEW050 OVC065, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, ,13, ,330, , , ,29.39, ,1, ,016, ,29.77, ,AA, , , ,29.76, 
14745,20100301,2251,11,OVC060, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, , 8, ,330, , , ,29.41, , , , , ,29.78, ,AA, , , ,29.78, 
14745,20100301,2351,11,BKN070, ,10.00, , , ,38, ,3.3, ,34, ,1.1, ,28, ,-2.2, , 67, , 6, ,320, , , ,29.41, , , , , ,29.79, ,AA, , , ,29.78, 
14745,20100302,0051,11,CLR, ,10.00, , , ,37, ,2.8, ,33, ,0.8, ,28, ,-2.2, , 70, , 6, ,320, , , ,29.42, ,1, ,009, ,29.80, ,AA, , , ,29.79, 
14745,20100302,0151,11,OVC100, ,10.00, , , ,36, ,2.2, ,33, ,0.5, ,28, ,-2.2, , 73, , 0, ,000, , , ,29.43, , , , , ,29.81, ,AA, , , ,29.80, 
14745,20100302,0251,11,FEW100, ,10.00, , , ,32, ,0.0, ,30, ,-1.0, ,27, ,-2.8, , 82, , 0, ,000, , , ,29.42, , , , , ,29.80, ,AA, , , ,29.79, 
